編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPOMLOLNHLFFBA77CC,34,144.64,住家用,鋼筋混凝土造,70年12月10日,七層,
RPQOMLOLNHLFFBA87CC,10,52.78,住家用,鋼筋混凝土造,95年10月16日,十三層,
RPQOMLOLNHLFFBA87CC,10,10.88,共有部分,鋼筋混凝土造,95年10月16日,十三層,
RPQOMLOLNHLFFBA87CC,10,10.17,共有部分,鋼筋混凝土造,95年10月16日,十三層,
RPQOMLOLNHLFFBA87CC,10,40.38,共有部分,鋼筋混凝土造,95年10月16日,十三層,
RPSOMLOLNHLFFBA08CC,2,95.56,住家用,鋼筋混凝土造,103年1月10日,七層,
RPSOMLOLNHLFFBA08CC,2,32.13,見其他登記事項,鋼筋混凝土造,103年1月10日,七層,
RPSOMLOLNHLFFBA08CC,2,83.06,見其他登記事項,鋼筋混凝土造,103年1月10日,七層,
RPUOMLOLNHLFFBA28CC,8,111.22,見其他登記事項,鋼筋混凝土造,97年2月5日,十五層,
RPUOMLOLNHLFFBA28CC,8,35.42,共有部分,鋼筋混凝土造,97年2月5日,十五層,
RPUOMLOLNHLFFBA28CC,8,46.23,共有部分,鋼筋混凝土造,97年2月5日,十五層,
RPRNMLOLNHLFFFA28CC,5,43.75,住家用,鋼筋混凝土造,100年3月22日,七層,
RPRNMLOLNHLFFFA28CC,5,46.96,見其他登記事項,鋼筋混凝土造,100年3月22日,七層,
RPRNMLOLNHLFFFA28CC,5,26.42,見其他登記事項,鋼筋混凝土造,100年3月22日,七層,
RPUNMLOLNHLFFFA58CC,,22.55,住家用,鋼筋混凝土造,,十二層,
RPQOMLOLNHLFFFA28CC,,167.51,住家用,鋼筋混凝土造,,十二層,
RPQOMLOLNHLFFFA28CC,38,25.70,共有部分,鋼筋混凝土造,67年6月5日,十二層,
RPUNMLOLNHLFFAA08CC,24,65.97,商業用,鋼筋混凝土造,81年1月3日,十五層,
RPVNMLOLNHLFFAA18CC,34,140.52,商業用,鋼筋混凝土造,71年9月14日,十一層,
RPUNMLOLNHLFFEA58DC,19,67.73,商業用,鋼筋混凝土造,86年1月11日,十九層,
RPUNMLOLNHLFFEA58DC,19,12.67,共用部分,鋼筋混凝土造,86年1月11日,十九層,
RPPOMLOLNHLFFFA28DC,27,196.07,住家用,鋼筋混凝土造,78年10月14日,二十一層,
RPPOMLOLNHLFFFA28DC,27,29.22,共有部分,鋼筋混凝土造,78年10月14日,二十一層,
RPSOMLPLNHLFFDA48DC,,82.88,,加強磚造,,三層,
RPSNMLPLNHLFFAA97CC,6,68.34,住家用,鋼筋混凝土造,99年9月3日,七層,
RPSNMLPLNHLFFAA97CC,6,41.52,見其他登記事項,鋼筋混凝土造,99年9月3日,七層,
RPSNMLPLNHLFFAA97CC,6,15.27,見其他登記事項,鋼筋混凝土造,99年9月3日,七層,
RPSNMLPLNHLFFFA48CC,,113.18,,加強磚造,,四層,
RPVNMLPLNHLFFFA78CC,36,115.39,住家用,鋼筋混凝土造,69年3月24日,七層,
RPVNMLPLNHLFFFA78CC,,9.88,,鋼筋混凝土造,,七層,
RPWNMLPLNHLFFFA88CC,29,102.58,見使用執照,鋼筋混凝土造,75年12月10日,十二層,
RPWNMLPLNHLFFFA88CC,29,5.92,共有部分,鋼筋混凝土造,75年12月10日,十二層,
RPPOMLPLNHLFFFA28CC,,53.41,住家用,鋼筋混凝土造,,十二層,
RPPOMLPLNHLFFFA28CC,,7.85,共有部分,鋼筋混凝土造,,十二層,
RPUNMLPLNHLFFBA28CC,1,51.09,住家用,鋼筋混凝土造,104年5月6日,十三層,
RPUNMLPLNHLFFBA28CC,1,54.04,見其他登記事項,鋼筋混凝土造,104年5月6日,十三層,
RPVNMLPLNHLFFBA38CC,22,310.08,商業用,鋼筋混凝土造,83年3月25日,十六層,
RPVNMLPLNHLFFBA38CC,22,46.81,共有部分,鋼筋混凝土造,83年3月25日,十六層,
RPWNMLPLNHLFFBA48CC,1,17.83,見其他登記事項,鋼筋混凝土造,104年5月6日,十三層,
RPROMLPLNHLFFBA08CC,24,267.75,商業用,鋼筋混凝土造,81年5月11日,十一層,
RPROMLPLNHLFFBA08CC,24,53.50,共有部分,鋼筋混凝土造,81年5月11日,十一層,
RPSNMLPLNHLFFEA38CC,1,33.72,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPSNMLPLNHLFFEA38CC,1,17.34,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPSNMLPLNHLFFEA38CC,1,36.91,見其他登記事項,鋼筋混凝土造,104年8月28日,十九層,
RPSOMLPLNHLFFEA48CC,40,15.45,商業用,鋼筋混凝土造,65年2月17日,二層,
RPTOMLPLNHLFFEA58CC,27,97.96,住家用,鋼筋混凝土造,78年5月24日,十二層,
RPTOMLPLNHLFFEA58CC,27,19.80,共用部分,鋼筋混凝土造,78年5月24日,十二層,
RPWOMLPLNHLFFEA88CC,30,124.43,住家用,鋼筋混凝土造,75年8月6日,七層,
RPWOMLPLNHLFFEA88CC,30,6.56,共用部分,鋼筋混凝土造,75年8月6日,七層,
RPSNMLPLNHLFFDA28CC,8,70.22,住家用,鋼筋混凝土造,96年12月31日,七層,
RPSNMLPLNHLFFDA28CC,8,27.84,共有部分,鋼筋混凝土造,96年12月31日,七層,
RPSNMLPLNHLFFDA28CC,8,15.44,共有部分,鋼筋混凝土造,96年12月31日,七層,
RPTNMLPLNHLFFDA38CC,31,78.79,見其他登記事項,鋼筋混凝土造,74年4月8日,十層,
RPTNMLPLNHLFFDA38CC,31,21.20,見其他登記事項,鋼筋混凝土造,74年4月8日,十四層,
RPVNMLPLNHLFFDA58CC,6,56.83,住家用,鋼筋混凝土造,99年5月25日,十三層,
RPVNMLPLNHLFFDA58CC,6,34.93,見其他登記事項,鋼筋混凝土造,99年5月25日,十三層,
RPWNMLPLNHLFFDA68CC,20,277.94,見使用執照,鋼骨混凝土造,85年5月24日,十六層,
RPWNMLPLNHLFFDA68CC,20,10.98,共有部分,鋼骨混凝土造,85年5月24日,十六層,
RPOOMLPLNHLFFDA97CC,,82.30,住商用,加強磚造,,四層,
RPPOMLPLNHLFFDA08CC,32,69.21,住家用,鋼筋混凝土造,73年2月10日,七層,
RPPOMLPLNHLFFDA08CC,32,16.75,共有部分,鋼筋混凝土造,73年2月10日,七層,
RPTOMLPLNHLFFDA48CC,10,27.92,見其他登記事項,鋼筋混凝土造,95年7月24日,十三層,
RPTOMLPLNHLFFDA48CC,10,12.68,共有部分,鋼筋混凝土造,95年7月24日,十三層,
RPVNMLPLNHLFFCA48CC,14,810.31,見使用執照,鋼筋混凝土造,91年6月20日,九層,
RPVNMLPLNHLFFCA48CC,14,604.38,共有部分,鋼筋混凝土造,91年6月20日,九層,
RPWNMLPLNHLFFCA58CC,23,185.53,商業用,鋼筋混凝土造,82年9月24日,十五層,
RPWNMLPLNHLFFCA58CC,23,71.94,共有部分,鋼筋混凝土造,82年9月24日,十五層,
RPOOMLPLNHLFFCA87CC,18,89.20,住家用,鋼筋混凝土造,87年9月25日,十四層,
RPOOMLPLNHLFFCA87CC,18,17.01,共有部分,鋼筋混凝土造,87年9月25日,十四層,
RPOOMLPLNHLFFCA87CC,18,12.49,共有部分,鋼筋混凝土造,87年9月25日,十四層,
RPOOMLPLNHLFFCA87CC,17,19.00,住家用,鋼筋混凝土造,88年6月3日,十四層,
RPPOMLPLNHLFFCA97CC,24,49.41,住家用,鋼筋混凝土造,80年12月12日,五層,
RPPOMLPLNHLFFCA97CC,24,14.48,住家用,鋼筋混凝土造,80年12月12日,五層,
RPQOMLPLNHLFFCA08CC,,100.91,住家用,加強磚造,,四層,
RPROMLPLNHLFFCA18CC,7,117.35,見其他登記事項,鋼筋混凝土造,97年12月17日,十三層,
RPROMLPLNHLFFCA18CC,7,29.17,共有部分,鋼筋混凝土造,97年12月17日,十三層,
RPROMLPLNHLFFCA18CC,7,21.26,共有部分,鋼筋混凝土造,97年12月17日,十三層,
RPROMLPLNHLFFCA18CC,7,30.40,共有部分,鋼筋混凝土造,97年12月17日,十三層,
RPTOMLPLNHLFFCA38CC,28,109.83,住家用,鋼筋混凝土造,77年1月25日,五層,
RPOPMLPLNHLFFCA97CC,20,49.56,住家用,鋼筋混凝土造,85年7月18日,十七層,
RPOPMLPLNHLFFCA97CC,20,16.72,共有部分,鋼筋混凝土造,85年7月18日,十七層,
RPUPMLPLNHLFFCA58CC,29,188.46,住家用,鋼筋混凝土造,76年1月7日,七層,
RPUPMLPLNHLFFCA58CC,29,14.53,共有部分,鋼筋混凝土造,76年1月7日,七層,
RPVPMLPLNHLFFCA68CC,11,135.35,住家用,鋼筋混凝土造,93年12月30日,十一層,
RPVPMLPLNHLFFCA68CC,11,54.48,共有部分,鋼筋混凝土造,93年12月30日,十一層,
RPUSMLPLNHLFFCA88CC,13,91.37,工業用,鋼筋混凝土造,92年9月23日,十層,
RPUSMLPLNHLFFCA88CC,13,30.00,共有部分,鋼筋混凝土造,92年9月23日,十層,
RPUSMLPLNHLFFCA88CC,13,30.00,共有部分,鋼筋混凝土造,92年9月23日,十層,
RPUSMLPLNHLFFCA88CC,13,6.15,共有部分,鋼筋混凝土造,92年9月23日,十層,
RPPQMLQLNHLFFCA28CC,8,104.76,商業用,鋼筋混凝土造,97年6月11日,十四層,
RPPQMLQLNHLFFCA28CC,8,39.29,共有部分,鋼筋混凝土造,97年6月11日,十四層,
RPPQMLQLNHLFFCA28CC,8,8.22,共有部分,鋼筋混凝土造,97年6月11日,十四層,
RPRQMLQLNHLFFCA48CC,7,70.34,商業用,鋼筋混凝土造,98年9月16日,十八層,
RPRQMLQLNHLFFCA48CC,7,14.58,共有部分,鋼筋混凝土造,98年9月16日,十八層,
RPRQMLQLNHLFFCA48CC,7,14.85,共有部分,鋼筋混凝土造,98年9月16日,十八層,
RPRQMLQLNHLFFCA48CC,7,4.14,共有部分,鋼筋混凝土造,98年9月16日,十八層,
RPSQMLQLNHLFFCA58CC,5,55.91,住家用,鋼筋混凝土造,100年7月26日,十三層,
RPSQMLQLNHLFFCA58CC,5,13.05,見其他登記事項,鋼筋混凝土造,100年7月26日,十三層,
RPSQMLQLNHLFFCA58CC,5,21.01,見其他登記事項,鋼筋混凝土造,100年7月26日,十三層,
RPUQMLQLNHLFFCA78CC,7,53.07,住家用,鋼筋混凝土造,98年10月27日,十二層,
RPUQMLQLNHLFFCA78CC,7,25.03,見其他登記事項,鋼筋混凝土造,98年10月27日,十二層,
RPVQMLQLNHLFFCA88CC,7,32.08,住家用,鋼筋混凝土造,98年6月22日,十四層,
RPVQMLQLNHLFFCA88CC,7,6.55,共有部分,鋼筋混凝土造,98年6月22日,十四層,
RPVQMLQLNHLFFCA88CC,7,3.11,共有部分,鋼筋混凝土造,98年6月22日,十四層,
RPVQMLQLNHLFFCA88CC,7,7.98,共有部分,鋼筋混凝土造,98年6月22日,十四層,
RPVQMLQLNHLFFCA88CC,7,7.57,共有部分,鋼筋混凝土造,98年6月22日,十四層,
RPWQMLQLNHLFFCA98CC,17,71.44,商業用,鋼筋混凝土造,88年4月27日,十四層,
RPWQMLQLNHLFFCA98CC,17,26.89,共有部分,鋼筋混凝土造,88年4月27日,十四層,
RPQOMLQLNHLFFDA28CC,31,20.38,住家用,鋼筋混凝土造,74年5月7日,五層,
RPQOMLQLNHLFFDA28CC,31,7.37,共有部分,鋼筋混凝土造,74年5月7日,五層,
RPQNMLQLNHLFFEA28CC,45,319.11,住家用,加強磚造,60年4月26日,三層,
RPROMLQLNHLFFEA48CC,10,115.56,住家用,鋼筋混凝土造,94年12月28日,十四層,
RPROMLQLNHLFFEA48CC,10,45.75,共用部分,鋼筋混凝土造,94年12月28日,十四層,
RPROMLQLNHLFFEA48CC,10,6.78,共用部分,鋼筋混凝土造,94年12月28日,十四層,
RPROMLQLNHLFFEA48CC,10,7.08,共用部分,鋼筋混凝土造,94年12月28日,十四層,
RPRNMLQLNHLFFFA48CC,,154.33,住家用,鋼筋混凝土造,,十二層,
RPRNMLQLNHLFFFA48CC,38,23.50,共有部分,鋼筋混凝土造,67年6月5日,十二層,
RPVNMLQLNHLFFFA88CC,,150.41,住家用,鋼筋混凝土造,,十二層,
RPVNMLQLNHLFFFA88CC,,8.96,共有部分,鋼筋混凝土造,,十二層,
RPWNMLQLNHLFFAA48CC,1,206.94,住家用,鋼筋混凝土造,104年7月21日,十五層,
RPXNMLQLNHLFFAA58CC,12,112.66,住家用,鋼筋混凝土造,93年5月12日,七層,
RPXNMLQLNHLFFAA58CC,12,45.86,共有部分,鋼筋混凝土造,93年5月12日,七層,
RPXNMLQLNHLFFAA58CC,12,7.21,共有部分,鋼筋混凝土造,93年5月12日,七層,
RPSNMLRLNHLFFDA58DC,25,925.66,商業用,鋼骨混凝土造,80年8月23日,十八層,
RPWNMLRLNHLFFDA98DC,38,170.17,見使用執照,鋼筋混凝土造,67年3月17日,四層,
RPTOMLRLNHLFFDA78DC,31,67.57,商業用,鋼筋混凝土造,73年12月14日,十六層,
RPTOMLRLNHLFFDA78DC,31,15.31,共有部分,鋼筋混凝土造,73年12月14日,十六層,
RPTOMLRLNHLFFDA78DC,31,3.93,共有部分,鋼筋混凝土造,73年12月14日,十六層,
RPVOMLRLNHLFFDA98DC,21,60.83,商業用,鋼筋混凝土造,84年2月14日,十層,
RPVOMLRLNHLFFDA98DC,21,30.62,共有部分,鋼筋混凝土造,84年2月14日,十層,
RPVOMLRLNHLFFDA98DC,21,14.89,共有部分,鋼筋混凝土造,84年2月14日,十層,
RPXOMLRLNHLFFDA56DC,20,89.07,見使用執照,鋼骨混凝土造,84年12月12日,二十一層,
RPXOMLRLNHLFFDA56DC,20,48.08,共有部分,鋼骨混凝土造,84年12月12日,二十一層,
RPOPMLRLNHLFFDA38DC,24,74.89,商業用,鋼筋混凝土造,81年10月6日,十層,
RPOPMLRLNHLFFDA38DC,24,20.96,共有部分,鋼筋混凝土造,81年10月6日,十層,
RPOPMLRLNHLFFDA38DC,24,22.61,共有部分,鋼筋混凝土造,81年10月6日,十層,
RPSOMLRLNHLFFBA48DC,26,124.51,商業用,鋼筋混凝土造,78年11月9日,十二層,
RPSOMLRLNHLFFBA48DC,26,40.99,共有部分,鋼筋混凝土造,78年11月9日,十二層,
RPRNMLRLNHLFFFA58CC,25,192.73,見使用執照,鋼筋混凝土造,80年4月26日,二十層,
RPRNMLRLNHLFFFA58CC,25,51.91,共有部分,鋼筋混凝土造,80年4月26日,二十層,
RPUNMLRLNHLFFFA88CC,1,44.07,見其他登記事項,見其他登記事項,103年12月24日,三十八層,
RPUNMLRLNHLFFFA88CC,1,1.30,見其他登記事項,見其他登記事項,103年12月24日,三十八層,
RPUNMLRLNHLFFFA88CC,1,15.33,見其他登記事項,見其他登記事項,103年12月24日,三十八層,
RPUNMLRLNHLFFFA88CC,1,6.87,見其他登記事項,見其他登記事項,103年12月24日,三十八層,
RPUNMLRLNHLFFFA88CC,1,3.16,見其他登記事項,見其他登記事項,103年12月24日,三十八層,
RPWNMLRLNHLFFFA09CC,8,43.84,住家用,鋼筋混凝土造,97年6月27日,十四層,
RPWNMLRLNHLFFFA09CC,8,5.64,共有部分,鋼筋混凝土造,97年6月27日,十九層,
RPWNMLRLNHLFFFA09CC,8,13.94,共有部分,鋼筋混凝土造,97年6月27日,十四層,
RPWNMLRLNHLFFFA09CC,8,3.36,共有部分,鋼筋混凝土造,97年6月27日,十四層,
RPWNMLRLNHLFFFA09CC,8,1.98,共有部分,鋼筋混凝土造,97年6月27日,十九層,
RPPOMLRLNHLFFFA48CC,33,69.03,商業用,鋼筋混凝土造,72年9月29日,七層,
RPPOMLRLNHLFFFA48CC,33,11.92,共有部分,鋼筋混凝土造,72年9月29日,七層,
RPSOMLRLNHLFFFA78CC,50,386.60,,加強磚造,55年4月6日,四層,
RPVOMLRLNHLFFFA09CC,27,148.92,住家用,鋼筋混凝土造,78年3月27日,十二層,
RPQPMLRLNHLFFFA68CC,36,43.00,住家用,鋼筋混凝土造,69年10月11日,七層,
RPRNMLRLNHLFFEA48CC,8,61.89,見其他登記事項,鋼筋混凝土造,97年10月2日,十五層,
RPRNMLRLNHLFFEA48CC,8,30.65,共用部分,鋼筋混凝土造,97年10月2日,十五層,
RPPPMLRLNHLFFEA48CC,8,107.79,住家用,鋼筋混凝土造,97年5月6日,十四層,
RPPPMLRLNHLFFEA48CC,8,28.87,共用部分,鋼筋混凝土造,97年5月6日,十四層,
RPPPMLRLNHLFFEA48CC,8,25.93,共用部分,鋼筋混凝土造,97年5月6日,十四層,
RPPPMLRLNHLFFEA48CC,8,36.44,共用部分,鋼筋混凝土造,97年5月6日,十四層,
RPVNMLRLNHLFFBA58CC,41,136.53,住家用,鋼筋混凝土造,63年11月8日,七層,
RPVNMLRLNHLFFBA58CC,41,19.88,共有部分,鋼筋混凝土造,63年11月8日,七層,
RPUOMLRLNHLFFBA58CC,,576.00,,加強磚造,,五層,
RPTNMLRLNHLFFDA58CC,37,78.26,住家用,鋼筋混凝土造,68年2月27日,五層,
RPOOMLRLNHLFFDA18CC,9,33.93,住家用,見其他登記事項,95年12月29日,十九層,
RPOOMLRLNHLFFDA18CC,9,17.39,共有部分,見其他登記事項,95年12月29日,十九層,
RPROMLRLNHLFFDA48CC,6,68.36,住家用,鋼筋混凝土造,99年1月5日,七層,
RPROMLRLNHLFFDA48CC,6,40.79,見其他登記事項,鋼筋混凝土造,99年1月5日,七層,
RPPPMLRLNHLFFDA38CC,10,44.25,住家用,見其他登記事項,95年1月26日,十三層,
RPPPMLRLNHLFFDA38CC,10,5.74,共有部分,見其他登記事項,95年1月26日,十三層,
RPPPMLRLNHLFFDA38CC,10,11.27,共有部分,見其他登記事項,95年1月26日,十三層,
RPPPMLRLNHLFFDA38CC,10,4.71,共有部分,見其他登記事項,95年1月26日,十三層,
RPPPMLRLNHLFFDA38CC,10,2.36,共有部分,見其他登記事項,95年1月26日,十三層,
RPQPMLRLNHLFFDA48CC,19,117.14,住家用,鋼骨鋼筋混凝土造,86年10月24日,三十層,
RPQPMLRLNHLFFDA48CC,19,5.88,共有部分,鋼骨鋼筋混凝土造,86年10月24日,三十層,
RPQPMLRLNHLFFDA48CC,19,8.79,共有部分,鋼骨鋼筋混凝土造,86年10月24日,三十層,
RPQPMLRLNHLFFDA48CC,19,.98,見使用執照,鋼骨鋼筋混凝土造,86年10月24日,三十層,
RPOPMLRLNHLFFCA18CC,41,42.56,住家用,鋼筋混凝土造,64年6月26日,十二層,
RPOPMLRLNHLFFCA18CC,41,.27,共有部分,鋼筋混凝土造,64年6月26日,十二層,
RPOPMLRLNHLFFCA18CC,41,.30,共有部分,鋼筋混凝土造,64年6月26日,十二層,
RPOPMLRLNHLFFCA18CC,41,.40,共有部分,鋼筋混凝土造,64年6月26日,十二層,
RPOPMLRLNHLFFCA18CC,41,8.26,共有部分,鋼筋混凝土造,64年6月26日,十二層,
RPQPMLRLNHLFFCA38CC,32,85.87,住家用,鋼筋混凝土造,72年11月18日,五層,
RPQPMLRLNHLFFCA38CC,32,2.93,共有部分,鋼筋混凝土造,72年11月18日,五層,
RPSPMLRLNHLFFCA58CC,7,35.57,住家用,鋼筋混凝土造,97年12月2日,九層,
RPSPMLRLNHLFFCA58CC,7,10.94,共有部分,鋼筋混凝土造,97年12月2日,九層,
RPSPMLRLNHLFFCA58CC,7,7.37,共有部分,鋼筋混凝土造,97年12月2日,九層,
RPTPMLRLNHLFFCA68CC,8,181.91,工業用,鋼筋混凝土造,96年11月16日,八層,
RPTPMLRLNHLFFCA68CC,8,55.66,共有部分,鋼筋混凝土造,96年11月16日,八層,
RPTPMLRLNHLFFCA68CC,8,115.99,共有部分,鋼筋混凝土造,96年11月16日,八層,
RPQNMLSLNHLFFCA28CC,6,29.75,住家用,鋼筋混凝土造,99年2月12日,十四層,
RPQNMLSLNHLFFCA28CC,6,.73,見其他登記事項,鋼筋混凝土造,99年2月12日,十四層,
RPQNMLSLNHLFFCA28CC,6,15.86,見其他登記事項,鋼筋混凝土造,99年2月12日,十四層,
RPRNMLSLNHLFFCA38CC,10,53.57,商業用,鋼筋混凝土造,95年7月13日,十四層,
RPRNMLSLNHLFFCA38CC,10,5.80,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPRNMLSLNHLFFCA38CC,10,6.54,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPRNMLSLNHLFFCA38CC,10,12.60,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPRNMLSLNHLFFCA38CC,10,12.75,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPSNMLSLNHLFFCA48CC,10,41.08,商業用,鋼筋混凝土造,95年7月13日,十四層,
RPSNMLSLNHLFFCA48CC,10,4.38,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPSNMLSLNHLFFCA48CC,10,4.87,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPSNMLSLNHLFFCA48CC,10,9.41,共有部分,鋼筋混凝土造,95年7月13日,十四層,
RPVNMLSLNHLFFCA78CC,10,14.39,共有部分,鋼筋混凝土造,94年12月7日,十四層,
RPVNMLSLNHLFFCA78CC,10,5.20,共有部分,鋼筋混凝土造,94年12月7日,十四層,
RPVNMLSLNHLFFCA78CC,10,6.91,共有部分,鋼筋混凝土造,94年12月7日,十四層,
RPVNMLSLNHLFFCA78CC,10,4.17,共有部分,鋼筋混凝土造,94年12月7日,十四層,
RPVNMLSLNHLFFCA78CC,10,65.39,住家用,鋼筋混凝土造,94年12月7日,十四層,
RPWNMLSLNHLFFCA88CC,11,48.50,商業用,鋼筋混凝土造,93年11月17日,十一層,
RPWNMLSLNHLFFCA88CC,11,18.09,共有部分,鋼筋混凝土造,93年11月17日,十一層,
RPWNMLSLNHLFFCA88CC,11,9.90,共有部分,鋼筋混凝土造,93年11月17日,十一層,
RPXNMLSLNHLFFCA98CC,33,114.74,商業用,鋼筋混凝土造,72年4月6日,十二層,
RPXNMLSLNHLFFCA98CC,33,19.31,共有部分,鋼筋混凝土造,72年4月6日,十二層,
RPPNMLSLNHLFFDA28CC,29,108.64,住家用,鋼筋混凝土造,76年9月17日,十二層,
RPPNMLSLNHLFFDA28CC,29,36.28,共有部分,鋼筋混凝土造,76年9月17日,十二層,
RPQNMLSLNHLFFDA38CC,42,104.97,住家用,鋼筋混凝土造,63年3月20日,六層,
RPPNMLSLNHLFFBA08CC,8,63.18,住家用,鋼筋混凝土造,97年6月26日,七層,
RPPNMLSLNHLFFBA08CC,8,36.55,共有部分,鋼筋混凝土造,97年6月26日,七層,
RPPNMLSLNHLFFEA38CC,13,77.82,住家用,鋼筋混凝土造,91年12月31日,九層,
RPPNMLSLNHLFFEA38CC,13,5.46,共用部分,鋼筋混凝土造,91年12月31日,九層,
RPPNMLSLNHLFFEA38CC,13,32.70,共用部分,鋼筋混凝土造,91年12月31日,九層,
RPQNMLSLNHLFFEA48CC,13,97.92,住家用,鋼筋混凝土造,92年11月6日,十層,
RPQNMLSLNHLFFEA48CC,13,67.36,共用部分,鋼筋混凝土造,92年11月6日,十層,
RPQNMLSLNHLFFEA48CC,13,17.13,共用部分,鋼筋混凝土造,92年11月6日,十層,
RPRNMLSLNHLFFEA58CC,1,97.60,住家用,鋼筋混凝土造,104年7月15日,十四層,
RPRNMLSLNHLFFEA58CC,1,5.29,見其他登記事項,鋼筋混凝土造,104年7月15日,十四層,
RPRNMLSLNHLFFEA58CC,1,21.23,見其他登記事項,鋼筋混凝土造,104年7月15日,十四層,
RPRNMLSLNHLFFEA58CC,1,63.70,見其他登記事項,鋼筋混凝土造,104年7月15日,十四層,
RPPNMLSLNHLFFFA48CC,10,34.79,見其他登記事項,鋼筋混凝土造,95年6月30日,十一層,
RPPNMLSLNHLFFFA48CC,10,19.82,共有部分,鋼筋混凝土造,95年6月30日,十一層,
RPQNMLSLNHLFFFA58CC,26,137.61,住家用,鋼筋混凝土造,79年4月20日,十四層,
RPQNMLSLNHLFFFA58CC,26,37.19,共有部分,鋼筋混凝土造,79年4月20日,十四層,
RPPNMLTLNHLFFAA08CC,9,32.20,住家用,鋼筋混凝土造,96年10月31日,十層,
RPPNMLTLNHLFFAA08CC,9,3.48,共有部分,鋼筋混凝土造,96年10月31日,十四層,
RPPNMLTLNHLFFAA08CC,9,9.59,共有部分,鋼筋混凝土造,96年10月31日,十四層,
RPPNMLTLNHLFFAA08CC,9,.64,共有部分,鋼筋混凝土造,96年10月31日,十四層,
RPPNMLTLNHLFFAA08CC,9,1.98,共有部分,鋼筋混凝土造,96年10月31日,十四層,
RPPNMLKMNHLFFAA27CC,17,45.69,商業用,鋼筋混凝土造,88年7月16日,九層,
RPPNMLKMNHLFFAA27CC,17,13.19,共有部分,鋼筋混凝土造,88年7月16日,九層,
RPPNMLKMNHLFFAA27CC,17,11.40,共有部分,鋼筋混凝土造,88年7月16日,九層,
RPXNMLKMNHLFFAA08CC,1,25.64,見其他登記事項,鋼筋混凝土造,104年3月18日,十層,
RPXNMLKMNHLFFAA08CC,1,41.70,住家用,鋼筋混凝土造,104年3月18日,十層,
RPPNMLKMNHLFFFA77CC,26,120.72,住家用,鋼筋混凝土造,79年2月20日,十三層,
RPPNMLKMNHLFFFA77CC,26,25.63,共有部分,鋼筋混凝土造,79年2月20日,十三層,
RPSNMLKMNHLFFFA08CC,32,48.89,商業用,鋼筋混凝土造,73年10月3日,十一層,
RPSNMLKMNHLFFFA08CC,32,96.63,商業用,鋼筋混凝土造,73年10月3日,十一層,
RPOOMLKMNHLFFFA77CC,,70.08,住家用,鋼筋混凝土造,,七層,
RPPNMLKMNHLFFEA67CC,34,128.60,住家用,鋼筋混凝土造,71年2月10日,七層,
RPPNMLKMNHLFFEA67CC,34,11.94,共用部分,鋼筋混凝土造,71年2月10日,七層,
RPUOMLKMNHLFFEA28CC,3,66.92,見其他登記事項,鋼筋混凝土造,102年11月8日,十九層,
RPUOMLKMNHLFFEA28CC,3,34.23,見其他登記事項,鋼筋混凝土造,102年11月8日,十九層,
RPXOMLKMNHLFFEA58CC,3,39.61,見其他登記事項,鋼筋混凝土造,102年11月8日,十九層,
RPWNMLKMNHLFFBA08CC,27,84.49,商業用,鋼筋混凝土造,78年11月3日,二十層,
RPWNMLKMNHLFFBA08CC,27,8.00,共有部分,鋼筋混凝土造,78年11月3日,二十層,
RPWNMLKMNHLFFBA08CC,27,27.53,共有部分,鋼筋混凝土造,78年11月3日,二十層,
RPUNMLKMNHLFFDA08CC,31,94.19,住家用,鋼筋混凝土造,73年11月6日,十六層,
RPUNMLKMNHLFFDA08CC,31,18.13,共有部分,鋼筋混凝土造,73年11月6日,十七層,
RPWNMLKMNHLFFDA28CC,34,65.00,住家用,鋼筋混凝土造,71年2月27日,十二層,
RPWNMLKMNHLFFDA28CC,34,10.61,共有部分,鋼筋混凝土造,71年2月27日,十二層,
RPOOMLKMNHLFFDA57CC,11,33.55,見其他登記事項,鋼筋混凝土造,94年10月6日,十一層,
RPOOMLKMNHLFFDA57CC,11,6.14,共有部分,鋼筋混凝土造,94年10月6日,十一層,
RPOOMLKMNHLFFDA57CC,11,12.72,共有部分,鋼筋混凝土造,94年10月6日,十一層,
RPQOMLKMNHLFFDA77CC,38,73.93,住家用,鋼筋混凝土造,67年8月17日,十五層,
RPQOMLKMNHLFFDA77CC,38,16.63,共有部分,鋼筋混凝土造,67年8月17日,十五層,
RPSOMLKMNHLFFDA97CC,29,121.70,商業用,鋼筋混凝土造,76年5月26日,十六層,
RPSOMLKMNHLFFDA97CC,29,25.79,共有部分,鋼筋混凝土造,76年5月26日,十六層,
RPTOMLKMNHLFFDA08CC,,153.18,,加強磚造,,二層,
